PID_22,YR_REMODEL_22,RES_FLOOR_22,GROSS_AREA_22,LIVING_AREA_22,BED_RMS_22,FULL_BTH_22,HLF_BTH_22,KITCHEN_22,TT_RMS_22,INT_COND_RANK_22,EXT_COND_RANK_22,OVERALL_COND_RANK_22,BTHRM_STYLE1_RANK_22,BTHRM_STYLE2_RANK_22,KITCHEN_STYLE1_RANK_22,KITCHEN_TYPE_RANK_22,YR_REMODEL_17,RES_FLOOR_17,GROSS_AREA_17,LIVING_AREA_17,BED_RMS_17,FULL_BTH_17,HLF_BTH_17,KITCHEN_17,TT_RMS_17,INT_COND_RANK_17,EXT_COND_RANK_17,OVERALL_COND_RANK_17,BTHRM_STYLE1_RANK_17,BTHRM_STYLE2_RANK_17,KITCHEN_STYLE1_RANK_17,RES_FLOOR_CHG_IND,RES_FLOOR_CHG,GROSS_AREA_CHG_IND,GROSS_AREA_CHG,LIVING_AREA_CHG_IND,LIVING_AREA_CHG,BED_RMS_CHG_IND,BED_RMS_CHG,TT_RMS_CHG_IND,TT_RMS_CHG,FULL_BTH_CHG_IND,FULL_BTH_CHG,HLF_BTH_CHG_IND,HLF_BTH_CHG,KITCHEN_CHG_IND,KITCHEN_CHG,INT_COND_RANK_CHG_IND,INT_COND_RANK_CHG,EXT_COND_RANK_CHG_IND,EXT_COND_RANK_CHG,OVERALL_COND_RANK_CHG_IND,OVERALL_COND_RANK_CHG,BTHRM_STYLE1_RANK_CHG_IND,BTHRM_STYLE1_RANK_CHG,BTHRM_STYLE2_RANK_CHG_IND,BTHRM_STYLE2_RANK_CHG,KITCHEN_STYLE1_RANK_CHG_IND,KITCHEN_STYLE1_RANK_CHG,REMODEL_EVER_FLAG,REMODEL_LAST_5YR
1405196390,,2,5032.85,2752.7,5,3,1,1,8,4,4,4,3,3,3,1,,2,4638,2945,5,4,0,1,8,4,4,4,3,3,3,0,0,1,394.85,0,-192.3,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405196410,,2,2594.4,2198.4,3,2,1,1,7,4,4,4,3,3,3,1,,2,3144,2198,3,2,1,1,7,4,4,4,3,3,3,0,0,0,-549.6,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405196420,,2,4624,2640,3,2,1,1,6,4,4,4,3,3,3,1,,2,5284,2640,3,2,1,1,6,4,4,4,3,3,3,0,0,0,-660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405196430,,2,3926,2144,3,2,1,1,6,4,4,4,3,3,3,1,,2,3926,2144,3,2,1,1,6,4,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405196440,,2,3702,2040,3,2,1,1,7,4,4,4,3,3,3,1,,2,3702,2040,3,2,1,1,7,4,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405196460,,2,4018,2188,3,2,1,1,9,4,4,4,3,3,3,1,,,0,0,,,,,,,,,,,,0,,1,4018,1,2188,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
1405196500,,2,3929.2,2144,3,2,1,1,10,4,4,4,3,3,3,1,,,0,0,,,,,,,,,,,,0,,1,3929.2,1,2144,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
1405196540,,2,3929.2,2144,3,2,1,1,9,4,4,4,3,3,3,1,,,0,0,,,,,,,,,,,,0,,1,3929.2,1,2144,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
1405196560,,2,4121.2,2144,3,2,1,1,9,4,4,4,3,3,3,1,,,0,0,,,,,,,,,,,,0,,1,4121.2,1,2144,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
1405196580,,2,3820.85,2160.8,4,3,1,1,7,4,4,4,3,3,3,1,,,0,0,,,,,,,,,,,,0,,1,3820.85,1,2160.8,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
1405196590,,2,4079.2,2144,3,2,1,1,9,4,4,4,3,3,3,1,,,0,0,,,,,,,,,,,,0,,1,4079.2,1,2144,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
1405196600,,2,3208,1802,3,3,0,1,7,4,4,4,3,3,3,1,,,0,0,,,,,,,,,,,,0,,1,3208,1,1802,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
1405196660,,2,3033,1757,3,2,1,1,6,3,4,4,3,3,3,1,,2,3033,1757,3,2,1,1,6,3,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405196670,,2,2584,2006,4,2,1,1,6,4,4,4,3,3,3,1,,2,2584,2006,4,2,1,1,6,4,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405196680,,2,4866,2970,5,3,1,1,8,4,4,4,3,3,3,1,,2,5196,2970,5,3,1,1,8,4,4,4,3,3,3,0,0,0,-330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405196690,,2,4445.6,2703.6,3,2,1,1,6,4,4,4,3,3,3,1,,2,5105,2704,3,2,1,1,6,4,4,4,3,3,3,0,0,0,-659.4,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405196700,,2,4096,2200,3,2,1,1,6,4,4,4,3,3,3,1,,2,4096,2200,3,2,1,1,6,4,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405196710,,2,4456,2392,3,2,1,1,7,4,4,4,3,3,3,1,,2,4456,2392,3,2,1,1,7,4,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405196730,,2,3623.8,1952,3,2,1,1,6,4,4,4,3,3,3,1,,2,3648,1952,3,2,1,1,6,4,4,4,3,3,3,0,0,0,-24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405196740,,2,3319,1898,3,2,1,1,6,4,4,4,3,3,3,1,,2,3319,1898,3,2,1,1,6,4,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405196760,,2,4649,2640,3,3,1,1,10,4,4,4,3,3,3,1,,2,5364,2640,3,3,0,1,8,4,4,4,3,3,3,0,0,0,-715,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405196770,,2,3447,1810,3,2,1,1,6,4,4,4,3,3,3,1,,2,3447,1810,3,2,1,1,6,4,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405196780,,2,3530.4,1880,3,3,1,1,7,4,4,4,3,3,3,0,,2,3577,1880,3,2,1,1,7,4,4,4,3,3,3,0,0,0,-46.6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405196800,,2,4153.65,2259,3,3,1,1,9,4,4,4,3,3,3,1,,,0,0,,,,,,,,,,,,0,,1,4153.65,1,2259,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
1405196810,,2,4166.45,2216,3,2,1,1,7,4,4,4,3,3,3,1,,,0,0,,,,,,,,,,,,0,,1,4166.45,1,2216,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
1405196820,,2,3243.25,1822,4,3,1,1,8,4,4,4,3,3,3,1,,,0,0,,,,,,,,,,,,0,,1,3243.25,1,1822,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
1405196830,,2,4468,2648,4,3,1,1,7,4,4,4,3,3,3,1,,,0,0,,,,,,,,,,,,0,,1,4468,1,2648,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
1405196840,,2,3250,1802,3,2,1,1,7,4,4,4,3,3,3,1,,,0,0,,,,,,,,,,,,0,,1,3250,1,1802,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
1405196860,,2.5,4996.05,3039.6,4,5,1,1,7,4,4,4,3,3,3,1,,,0,0,,,,,,,,,,,,0,,1,4996.05,1,3039.6,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
1405196870,,2,3364.45,1884,3,2,1,1,10,4,4,4,3,3,3,1,,,0,0,,,,,,,,,,,,0,,1,3364.45,1,1884,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
1405196890,,2.5,5414.65,3068,4,4,1,1,13,4,4,4,3,3,3,1,,,0,0,,,,,,,,,,,,0,,1,5414.65,1,3068,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
1500018010,,2,2208,1471,3,1,1,1,7,3,3,3,2,2,2,1,0,2,2208,1471,3,1,1,1,7,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500024000,,2,2385,1456,3,2,2,1,6,3,3,3,2,2,2,1,0,2,2385,1456,3,2,2,1,6,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500024001,,2,2376,1488,3,1,0,1,7,3,2,3,2,,2,1,0,2,2376,1488,3,1,0,1,7,3,2,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1500034000,,2,2619.2,1555.2,2,1,0,1,7,3,3,3,2,,2,1,0,2,3008,1555,2,1,0,1,7,3,3,3,2,,2,0,0,0,-388.8,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1500046000,1995,2,1932.6,1250,3,1,1,1,7,3,4,3,2,2,2,1,1995,2,1956,1250,3,1,1,1,7,3,4,3,2,2,2,0,0,0,-23.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1500047000,,2,2118.4,1382.4,3,1,1,1,6,3,4,3,2,2,2,1,0,2,2464,1382,3,1,1,1,6,3,4,3,2,2,2,0,0,0,-345.6,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500048000,1997,2,2030,1208,4,2,0,1,6,4,3,3,3,3,3,1,1997,2,2030,1208,4,2,0,1,6,4,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1500049000,,2,1900,1272,3,2,0,1,8,3,3,3,2,2,2,1,0,2,1900,1272,3,2,0,1,8,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500050000,,2,2097,1250,2,1,0,1,7,3,3,3,2,,1,1,0,2,2097,1250,2,1,0,1,7,3,3,3,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1500051000,,2,1892,1176,3,1,0,1,6,3,4,3,2,,2,1,0,2,1892,1176,3,1,0,1,6,3,4,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1500053000,2003,2,2368,1522,3,1,1,1,5,4,4,4,3,3,3,1,2003,2,2250,1404,3,1,1,1,5,4,4,4,3,3,3,0,0,1,118,1,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1500054000,1979,2,1755.4,1166.4,3,1,0,1,6,3,4,3,2,,2,1,1979,2,2047,1166,3,1,0,1,6,3,2,3,2,,2,0,0,0,-291.6,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,,0,0,1,0
1500057000,,2,1828,1228,3,2,0,1,7,3,3,3,1,1,1,1,0,2,1828,1228,3,2,0,1,7,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0
1500058000,,2,1868,1236,3,1,1,1,6,4,3,4,3,3,3,1,0,2,1836,1236,2,2,0,1,6,4,3,3,3,3,3,0,0,1,32,0,0,1,1,0,0,0,-1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1500059000,,2,2352,1452,3,1,0,1,6,3,4,3,1,,1,1,0,2,2334,1434,3,1,0,1,6,3,4,3,1,,1,0,0,1,18,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1500060000,,2,1976,1236,2,1,0,1,6,3,3,3,2,,2,0,0,2,1976,1236,2,1,0,1,6,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1500061000,2014,2,2295.2,1459.2,4,1,0,1,6,3,3,3,2,,2,1,2014,2,2660,1459,4,1,0,1,6,3,3,3,2,,2,0,0,0,-364.8,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
1500062000,2004,2,1848,1155,2,1,1,1,4,3,4,3,3,3,3,1,2004,2,1823,1090,2,1,1,1,4,3,4,3,3,3,3,0,0,1,25,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1500063000,,2,2178,1322,2,1,1,1,4,3,3,3,2,2,2,1,0,2,2178,1322,2,1,1,1,4,3,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1500064000,,2,2106,1322,2,1,0,1,5,3,3,3,2,,2,1,0,2,2008,1304,2,1,0,1,5,3,3,3,2,,2,0,0,1,98,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1500072000,1958,2,2478.8,1663.8,6,1,0,1,9,3,3,3,2,,3,1,1958,2,2888,1664,6,1,0,1,9,3,3,3,2,,3,0,0,0,-409.2,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
1500072001,,2,2562.8,1663.8,4,1,1,1,7,3,4,4,2,2,2,1,0,2,2879,1664,4,1,1,1,7,3,3,3,2,2,2,0,0,0,-316.2,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1500072002,,2,3489.6,2472.6,4,1,1,1,11,4,3,4,2,2,2,1,,2,3782,2385,5,2,0,1,11,4,4,4,2,2,2,0,0,0,-292.4,1,87.6,0,-1,0,0,0,-1,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
1500107000,,2,2744,1860,5,2,0,1,10,3,4,3,2,2,2,1,0,2,3176,1860,5,2,0,1,10,3,4,3,2,2,2,0,0,0,-432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500114010,2004,1,2079,890,3,1,0,1,3,4,4,4,2,,2,1,2004,1,2321,882,3,1,0,1,3,4,4,4,2,,2,0,0,0,-242,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
1500116000,,2,2068,1080,2,1,0,1,5,2,1,2,1,,1,1,,2,2716,1080,2,1,0,1,5,3,2,2,1,,1,0,0,0,-648,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,,0,0,0,0
1500120000,2016,2.5,4312.2,2979.2,5,5,0,1,9,4,4,4,3,3,3,1,0,2,2036,1258,3,1,0,1,7,3,3,3,1,,1,1,0.5,1,2276.2,1,1721.2,1,2,1,2,1,4,0,0,0,0,1,1,1,1,1,1,1,2,0,,1,2,1,0
1500122000,,2,3301,2261,4,1,1,1,8,4,3,3,2,2,2,1,0,2,3314,2261,4,1,1,1,8,4,3,3,2,2,2,0,0,0,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500124000,1997,2,2712,1830,4,2,0,1,7,3,3,3,2,2,2,1,1997,2,2940,1830,4,2,0,1,7,3,4,3,2,2,2,0,0,0,-228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0
1500126000,2002,2,1939.9,1373,3,2,0,1,8,3,3,3,3,3,3,0,2002,2,1962,1373,3,2,0,1,8,3,3,3,3,3,3,0,0,0,-22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1500127000,2005,2,1976,1244,4,1,0,1,6,3,3,3,3,,3,1,0,2,1833,1244,4,1,0,1,6,3,4,3,3,,3,0,0,1,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,,0,0,1,0
1500128000,2014,2,1910,1244,2,1,1,1,4,3,3,3,3,1,1,1,0,2,1910,1244,2,1,0,1,4,3,4,3,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-1,0,0,1,2,0,,0,0,1,0
1500129000,,2,1937,1244,3,1,1,1,4,3,3,3,1,1,1,1,0,2,1833,1244,2,1,0,1,4,4,3,3,2,,2,0,0,1,104,0,0,1,1,0,0,0,0,1,1,0,0,0,-1,0,0,0,0,0,-1,0,,0,-1,0,0
1500130000,,2,2125,1178,3,1,1,1,5,3,3,3,2,2,2,1,0,2,1787,1178,3,1,1,1,5,3,3,3,2,2,2,0,0,1,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500131000,,2,2316.55,1586,3,2,0,1,6,3,3,3,2,2,2,1,0,2,2253,1520,3,1,0,1,6,3,3,3,2,,2,0,0,1,63.55,1,66,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1500132000,2004,2,1816,1178,4,2,0,1,6,4,3,3,3,3,3,1,2004,2,1812,1203,4,2,0,1,6,4,3,3,3,3,3,0,0,1,4,0,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1500134000,,2,1908,1228,3,1,0,1,5,3,3,3,2,,2,1,0,2,1960,1247,3,1,0,1,5,3,3,3,2,,2,0,0,0,-52,0,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1500135000,,2,1996,1387,4,2,0,1,7,3,3,3,2,2,3,1,0,2,1996,1387,4,2,0,1,7,3,3,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500136000,,2,1844,1197,3,1,0,1,6,3,3,3,2,,2,1,0,2,1844,1197,3,1,0,1,6,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1500138000,2016,2,1857,1244,3,1,1,1,6,4,3,3,3,3,3,1,0,2,1857,1244,3,1,0,1,5,3,3,3,2,,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,,1,2,1,0
1500139000,,2,1833,1178,3,1,0,1,5,3,4,3,2,,1,0,0,2,1785,1178,3,1,0,1,5,3,4,3,2,,2,0,0,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,-1,0,0
1500140000,2011,2,1977,1368,2,1,0,1,4,3,3,3,3,,3,1,0,2,1837,1228,2,1,0,1,4,3,3,3,3,,3,0,0,1,140,1,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
1500141000,2006,2,1908,1197,3,1,0,1,5,3,3,3,3,,3,1,2006,2,1908,1197,3,1,0,1,5,3,3,3,3,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
1500142000,,2,1837,1228,3,1,0,1,7,3,3,3,2,,2,1,0,2,1837,1228,3,1,0,1,7,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1500146000,1957,2,2759.4,1898.4,3,2,0,1,8,3,3,3,2,2,2,1,1957,2,3234,1898,3,2,0,1,8,3,3,3,2,2,2,0,0,0,-474.6,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1500158000,,2,2723,1710,3,1,0,2,6,3,3,3,2,,1,2,0,2,3140,1710,3,1,0,2,6,3,4,4,2,,1,0,0,0,-417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,,0,0,0,0
1500165000,,2,2365,1242,3,1,0,1,6,3,3,3,2,,2,1,0,2,2365,1242,3,1,0,1,6,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1500166000,,2,2299,1236,3,1,0,1,6,3,3,3,2,,2,1,0,2,2463,1482,3,1,0,1,6,3,4,3,2,,2,0,0,0,-164,0,-246,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,,0,0,0,0
1500177000,2016,2,2012,1320,3,2,1,1,6,4,4,4,3,3,3,0,0,2,2012,1320,3,1,0,1,5,3,2,3,1,,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,2,1,1,1,2,0,,1,2,1,0
1500192000,,2,2548,1560,3,1,1,1,7,4,4,4,3,3,3,1,,2,2548,1560,3,1,1,1,7,4,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500200000,2002,2,2771,1935,3,1,0,1,10,4,3,4,2,,2,1,2002,2,3143,1935,3,1,0,1,10,4,3,4,3,,3,0,0,0,-372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,,0,-1,1,0
1500212000,,2,3307,1914,3,2,0,1,8,4,3,3,3,3,3,0,0,2,3307,1914,3,2,0,1,8,4,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500213000,,2,2516.2,1462.2,5,1,1,1,7,3,3,3,2,2,2,1,0,2,2833,1462,5,1,1,1,7,3,3,3,2,2,3,0,0,0,-316.8,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
1500217000,,1.5,1193.4,751.4,2,1,0,1,4,3,4,3,2,,2,1,0,1.5,1326,751,2,1,0,1,4,3,4,3,2,,2,0,0,0,-132.6,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1500220000,,1,2208,960,3,1,0,1,6,3,3,3,2,,2,0,0,1,2208,960,3,1,0,1,6,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1500232000,,1.5,1616.4,972.4,2,1,0,1,5,3,3,3,2,,2,1,0,1.5,1788,972,2,1,0,1,5,3,3,3,2,,2,0,0,0,-171.6,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1500237000,,2,2082,1246,2,1,0,1,5,3,4,3,2,,2,1,0,2,2082,1246,2,1,0,1,5,3,4,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1500238000,,2,1980,1288,2,1,1,1,6,3,2,2,1,1,1,1,0,2,1980,1288,2,1,1,1,6,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500244000,2005,2,2159.85,1288,3,1,1,1,7,3,3,3,2,2,2,1,2005,2,2184,1288,3,1,1,1,7,3,3,3,2,2,2,0,0,0,-24.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1500245000,,1,2217.6,1237.6,4,1,0,1,7,3,3,3,2,,2,1,0,1,2748,1238,4,1,0,1,7,3,3,3,2,,2,0,0,0,-530.4,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1500246000,,2,2986.8,2025.8,5,1,1,1,7,3,3,3,2,2,2,1,0,2,3387,2026,5,1,1,1,7,3,3,3,2,2,2,0,0,0,-400.2,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500251000,,2,2000,1336,3,1,0,1,7,3,3,3,2,,2,1,0,2,2324,1336,3,1,0,1,7,3,3,3,2,,2,0,0,0,-324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1500252000,,2,1608,1069,3,1,1,1,6,3,3,3,2,2,2,1,0,2,1608,1069,3,1,1,1,6,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500259000,,2,2136.4,1478.4,2,1,0,1,6,3,3,3,1,,3,1,0,2,2506,1478,2,1,0,1,6,3,3,3,1,,3,0,0,0,-369.6,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1500275000,,1.5,1740,1020,2,1,1,1,5,3,3,3,1,1,1,1,0,1.5,1920,1020,2,1,1,1,5,3,3,3,1,1,1,0,0,0,-180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500277000,2016,2,2960,1760,3,2,0,1,5,4,4,4,2,2,2,1,0,2,2360,1200,3,2,0,1,5,3,3,3,2,2,2,0,0,1,600,1,560,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1500324000,,1,1882.6,978.6,3,1,1,1,7,3,3,3,1,1,2,1,0,1,2185,979,3,1,1,1,7,3,3,3,1,1,2,0,0,0,-302.4,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500347000,,1.5,3040.8,1886.8,3,1,1,1,9,3,3,3,3,2,3,1,0,1.5,3354,1887,3,1,1,1,9,3,3,3,3,2,3,0,0,0,-313.2,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500349001,,2,2065,1370,3,1,1,1,7,3,3,3,2,3,2,1,0,2,2065,1370,3,1,1,1,7,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500349002,,1.5,2788.6,1406.6,3,1,0,1,6,3,3,3,2,,2,1,0,1.5,2986,1407,3,1,0,1,6,3,3,3,2,,2,0,0,0,-197.4,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
